Date,Ticker,Sector,Rank,Final_Score,ML_Score,Momentum_Score,Return_20,Return_60,RSI,Volatility,Volume_change,Signal_Summary
2021-12-31,ABBV,Healthcare,3,0.0706412980773173,0.0156603233313478,0.1578003037746076,0.1585521580767164,0.2385656263672211,78.61668352315202,0.009820260300133,-0.3762648914908015,Final Score=0.071; ML Score=0.016; Momentum Score=0.158; 20D Return=0.159; 60D Return=0.239; RSI=78.617; Volatility=0.01
2022-01-31,ABBV,Healthcare,1,0.4311190576983985,0.0180565541041049,0.1241425361983482,0.0110044723805762,0.1643276324315135,51.2690367125257,0.0110468893836642,0.2851866640047913,Final Score=0.431; ML Score=0.018; Momentum Score=0.124; 20D Return=0.011; 60D Return=0.164; RSI=51.269; Volatility=0.011
2022-01-31,PFE,Healthcare,2,0.1489502843956437,0.0189230238380687,0.0671663386506872,-0.1077053461900799,0.1755912312688745,33.93663112034771,0.0195190675030997,0.3516634954390285,Final Score=0.149; ML Score=0.019; Momentum Score=0.067; 20D Return=-0.108; 60D Return=0.176; RSI=33.937; Volatility=0.02
2022-01-31,MRK,Healthcare,3,0.05183991685215,0.0177619164433132,0.0225949235870625,0.0631524531032143,-0.0811907636836347,44.07457901238581,0.0111467797741821,-0.063261302307532,Final Score=0.052; ML Score=0.018; Momentum Score=0.023; 20D Return=0.063; 60D Return=-0.081; RSI=44.075; Volatility=0.011
2022-02-28,ABBV,Healthcare,1,1.2924154460627193,0.0249618145936975,0.2249994948942127,0.0714182586592688,0.2748684289858796,64.20829123502975,0.0104520006088939,0.3328926652805652,Final Score=1.292; ML Score=0.025; Momentum Score=0.225; 20D Return=0.071; 60D Return=0.275; RSI=64.208; Volatility=0.01
2022-02-28,UNH,Healthcare,2,0.4724979963258076,0.0127960618947598,0.073472884746309,0.021048786872897,0.0709591732438157,45.54555625077691,0.0167869456623195,0.1822049239681389,Final Score=0.472; ML Score=0.013; Momentum Score=0.073; 20D Return=0.021; 60D Return=0.071; RSI=45.546; Volatility=0.017
2022-02-28,PFE,Healthcare,3,0.275299296999714,0.0276668334701677,-0.0731614320492017,-0.1360206691567167,-0.141550871164391,19.113314489114583,0.0159554949325319,0.1313142644683196,Final Score=0.275; ML Score=0.028; Momentum Score=-0.073; 20D Return=-0.136; 60D Return=-0.142; RSI=19.113; Volatility=0.016
2022-03-31,ABBV,Healthcare,1,0.2888114512332465,0.0087498024042235,0.2374181823790664,0.0777873589746451,0.1993932836493206,83.30779817907218,0.0101941640166608,0.6829263558367948,Final Score=0.289; ML Score=0.009; Momentum Score=0.237; 20D Return=0.078; 60D Return=0.199; RSI=83.308; Volatility=0.01
2022-03-31,PFE,Healthcare,2,0.1782489017164265,0.0192345510130354,0.0757952103849482,0.0823750465372312,-0.0506143110823079,58.11688499345638,0.0165131889638108,-0.0559573327149668,Final Score=0.178; ML Score=0.019; Momentum Score=0.076; 20D Return=0.082; 60D Return=-0.051; RSI=58.117; Volatility=0.017
2022-03-31,UNH,Healthcare,3,-0.0948511107785578,0.0103669225600513,0.1072258843826508,0.048048675597057,0.0388470310884543,70.76311271913765,0.0163245482201635,0.3085952913323688,Final Score=-0.095; ML Score=0.01; Momentum Score=0.107; 20D Return=0.048; 60D Return=0.039; RSI=70.763; Volatility=0.016
2022-04-29,ABBV,Healthcare,1,0.6746404083229793,0.0210719583356819,0.0799473218267848,-0.0939485267423195,0.0595874336789732,18.54838461583161,0.0238353337302979,2.3698459477561955,Final Score=0.675; ML Score=0.021; Momentum Score=0.08; 20D Return=-0.094; 60D Return=0.06; RSI=18.548; Volatility=0.024
